Depth_cm,Height_cm,Width_cm,Volume_cm3,Date,Executor_capacity_cm3,LocationID
48.3,30.5,36.8,54211.92,19/08/2022,3313071,22827
32.3,0.8,29.7,767.448,19/08/2022,3313071,22827
32.5,10.7,17.2,5981.3,19/08/2022,3313071,20664
32.3,10.9,17,5985.19,19/08/2022,3313071,21837
31.5,4.1,18.8,2428.02,19/08/2022,3313071,22062
34.3,11.4,26.7,10440.234,19/08/2022,3313071,22062
39.4,3.8,24.1,3608.252,19/08/2022,3313071,22679
40.6,12.7,30.5,15726.41,19/08/2022,3313071,21475
34.3,11.4,26.7,10440.234,19/08/2022,3313071,21475
36.8,17.8,20.3,13297.312,19/08/2022,3313071,21475
43.2,27.9,30.5,36761.04,19/08/2022,3313071,21745
26.7,6.3,24.1,4053.861,19/08/2022,3313071,20719
25.4,7.6,22.9,4420.616,19/08/2022,3313071,21581
25.4,7.6,17.8,3436.112,19/08/2022,3313071,22114
27.4,5.6,24.9,3820.656,19/08/2022,3313071,22114
25.4,12.7,17.8,5741.924,27/07/2022,3313071,22114
48.3,15.2,33,24227.28,19/08/2022,3313071,23275
48.3,15.2,33,24227.28,19/08/2022,3313071,23275
45.7,21.6,22.9,22605.048,19/08/2022,3313071,21860
36.8,17.8,20.3,13297.312,19/08/2022,3313071,20905
30.7,2.3,28.2,1991.202,19/08/2022,3313071,21365
40.6,2.5,25.4,2578.1,19/08/2022,3313071,22826
30.5,4.8,22.9,3352.56,19/08/2022,3313071,22670
40.6,12.7,30.5,15726.41,19/08/2022,3313071,22670
22.2,8.3,14,2579.64,19/08/2022,3313071,22670
28.7,4.3,26.2,3233.342,19/08/2022,3313071,22670
36.3,17,31.7,19562.07,19/08/2022,3313071,22670
34.3,7.6,24.1,6282.388,19/08/2022,3313071,22670
49.5,7.6,35.6,13392.72,19/08/2022,3313071,22670
31.5,11.7,16.3,6007.365,19/08/2022,3313071,21661
20.8,4.6,13.2,1262.976,19/08/2022,3313071,23302
40.6,12.7,30.5,15726.41,19/08/2022,3313071,21845
36.8,17.8,20.3,13297.312,19/08/2022,3313071,21662
48.3,15.2,33,24227.28,19/08/2022,3313071,20998
37.8,5.3,22.6,4527.684,19/08/2022,3313071,21864
48.3,15.2,33,24227.28,19/08/2022,3313071,21831
36.8,17.8,20.3,13297.312,19/08/2022,3313071,21831
30.7,2.3,28.2,1991.202,19/08/2022,3313071,21831
24.6,8.4,19.8,4091.472,19/08/2022,3313071,23303
43.2,7.6,27.9,9160.128,19/08/2022,3313071,22768
29.2,3.8,26.7,2962.632,19/08/2022,3313071,22937
40.6,12.7,30.5,15726.41,19/08/2022,3313071,22937
34.3,11.4,26.7,10440.234,19/08/2022,3313071,22937
26.7,6.3,24.1,4053.861,19/08/2022,3313071,21065
37,6.2,21.7,4977.98,19/08/2022,3313071,21744
25.4,7.6,17.8,3436.112,27/07/2022,3313071,21744
34.3,7.6,24.1,6282.388,19/08/2022,3313071,21489
36.8,17.8,20.3,13297.312,19/08/2022,3313071,20990
34.3,7.6,24.1,6282.388,19/08/2022,3313071,21711
29.2,6.4,16.5,3083.52,19/08/2022,3313071,22096
25.4,12.7,17.8,5741.924,19/08/2022,3313071,23271
25.4,7.6,17.8,3436.112,19/08/2022,3313071,21799
33.3,9.9,18,5934.06,19/08/2022,3313071,22235
26.2,6.9,23.6,4266.408,19/08/2022,3313071,22235
40.6,12.7,30.5,15726.41,19/08/2022,3313071,22235
25.4,7.6,17.8,3436.112,19/08/2022,3313071,21957
25.4,12.7,17.8,5741.924,19/08/2022,3313071,21957
31.5,1.5,29,1370.25,19/08/2022,3313071,21068
43.2,7.6,27.9,9160.128,19/08/2022,3313071,21900
23.5,14,15.9,5231.1,19/08/2022,3313071,22163
29,4.1,26.4,3138.96,19/08/2022,3313071,22163
48.3,27.9,31.8,42852.726,19/08/2022,3313071,21777
48.3,15.2,33,24227.28,19/08/2022,3313071,20928
25.4,12.7,17.8,5741.924,19/08/2022,3313071,20928
44.5,20.3,35.6,32159.26,19/08/2022,3313071,21960
25.4,12.7,17.8,5741.924,19/08/2022,3313071,22732
34.3,7.6,24.1,6282.388,19/08/2022,3313071,23034
34.3,7.6,24.1,6282.388,19/08/2022,3313071,23034
49.5,7.6,35.6,13392.72,19/08/2022,3313071,21738
25.4,7.6,17.8,3436.112,19/08/2022,3313071,22584
28.7,4.3,26.2,3233.342,19/08/2022,3313071,22503
38.4,16.3,29.2,18276.864,19/08/2022,3313071,22503
36.8,17.8,20.3,13297.312,19/08/2022,3313071,21796
55.9,12.7,45.7,32443.801,19/08/2022,3313071,21796
27.4,5.6,24.9,3820.656,19/08/2022,3313071,21796
25.4,7.6,17.8,3436.112,19/08/2022,3313071,21768
30,3,27.5,2475,19/08/2022,3313071,22150
29.5,3.6,26.9,2856.78,19/08/2022,3313071,22724
31.8,1.3,29.2,1207.128,19/08/2022,3313071,22330
25.9,7.1,23.4,4303.026,19/08/2022,3313071,21570
30.5,2.5,28,2135,27/07/2022,3313071,21570
36.8,17.8,20.3,13297.312,19/08/2022,3313071,21483
21.3,4.1,13.7,1196.421,19/08/2022,3313071,21003
27.2,5.8,24.6,3880.896,19/08/2022,3313071,22828
33,10.2,17.8,5991.48,19/08/2022,3313071,22828
24.9,14.2,21.3,7531.254,19/08/2022,3313071,22828
48.3,15.2,33,24227.28,19/08/2022,3313071,22828
25.9,7.1,23.4,4303.026,19/08/2022,3313071,22011
30.2,2.8,27.7,2342.312,19/08/2022,3313071,22057
30.5,4.8,22.9,3352.56,19/08/2022,3313071,20824
39.4,7.6,31.8,9522.192,19/08/2022,3313071,20824
36.8,17.8,20.3,13297.312,19/08/2022,3313071,23335
40.6,12.7,30.5,15726.41,19/08/2022,3313071,22552
48.3,15.2,33,24227.28,19/08/2022,3313071,22975
27.7,5.3,25.2,3699.612,19/08/2022,3313071,21977
23.1,2.3,15.5,823.515,19/08/2022,3313071,21977
17.8,4.9,11.7,1020.474,19/08/2022,3313071,21977
32.2,0.8,29.7,765.072,19/08/2022,3313071,21398
40,14,40,22400,19/08/2022,3313071,21740
63.5,5.6,36.8,13086.08,19/08/2022,3313071,22322
34.3,7.6,24.1,6282.388,27/07/2022,3313071,22322
25.4,12.7,17.8,5741.924,19/08/2022,3313071,21238
32.3,0.8,29.7,767.448,19/08/2022,3313071,21238
55.9,12.7,45.7,32443.801,19/08/2022,3313071,22357
50.8,30.5,35.6,55158.64,19/08/2022,3313071,22357
48.3,27.9,31.8,42852.726,19/08/2022,3313071,22357
39.4,7.6,31.8,9522.192,19/08/2022,3313071,21666
27.9,5.1,25.4,3614.166,19/08/2022,3313071,20912
21.8,3.6,14.2,1114.416,19/08/2022,3313071,21069
31.4,12.4,21.3,8293.368,19/08/2022,3313071,22004
25.4,7.6,17.8,3436.112,19/08/2022,3313071,21564
25.4,12.7,17.8,5741.924,19/08/2022,3313071,21564
54.6,25.4,43.2,59911.488,19/08/2022,3313071,21751
24.4,1,16.8,409.92,19/08/2022,3313071,21751
25.4,7.6,17.8,3436.112,19/08/2022,3313071,22355
26.1,6.9,23.6,4250.124,19/08/2022,3313071,22901
37.6,5.6,22.4,4716.544,19/08/2022,3313071,21776
39.1,4.1,23.9,3831.409,19/08/2022,3313071,22281
25.4,7.6,17.8,3436.112,19/08/2022,3313071,22281
32.5,3,19.8,1930.5,19/08/2022,3313071,20867
39.4,7.6,31.8,9522.192,19/08/2022,3313071,22318
27.9,5.1,25.4,3614.166,19/08/2022,3313071,22318
31.7,11.5,16.4,5978.62,19/08/2022,3313071,22318
35.6,22.9,31.8,25924.632,24/07/2022,3313071,15078
25.4,12.7,17.8,5741.924,24/07/2022,3313071,15337
43.2,7.6,27.9,9160.128,24/07/2022,3313071,15337
31.7,1.3,29.2,1203.332,24/07/2022,3313071,15530
27.2,5.8,24.7,3896.672,24/07/2022,3313071,16772
30.5,10.2,19.1,5942.01,24/07/2022,3313071,16772
33,20.3,26.7,17886.33,24/07/2022,3313071,14678
32.7,0.3,30.2,296.262,24/07/2022,3313071,15316
31.5,1.5,29,1370.25,24/07/2022,3313071,16032
36.8,17.8,20.3,13297.312,24/07/2022,3313071,16032
22.4,3,14.7,987.84,24/07/2022,3313071,16032
36.3,6.9,21.1,5284.917,24/07/2022,3313071,14535
43.2,7.6,27.9,9160.128,24/07/2022,3313071,14339
13.3,2.1,9.9,276.507,24/07/2022,3313071,14339
30.5,8.4,18.5,4739.7,24/07/2022,3313071,14339
39.4,7.6,31.8,9522.192,24/07/2022,3313071,14339
39.4,7.6,31.8,9522.192,24/07/2022,3313071,14901
36.8,17.8,20.3,13297.312,24/07/2022,3313071,15178
29.2,6.3,16.5,3035.34,24/07/2022,3313071,15178
24.1,8.9,21.6,4632.984,24/07/2022,3313071,15984
28,5,25.5,3570,24/07/2022,3313071,15984
34.3,11.4,26.7,10440.234,24/07/2022,3313071,16302
31.8,1.3,29.2,1207.128,24/07/2022,3313071,15089
25.4,7.6,22.9,4420.616,24/07/2022,3313071,14962
31.2,11.7,18.8,6862.752,24/07/2022,3313071,15020
34.3,11.4,26.7,10440.234,24/07/2022,3313071,15267
31.8,1.3,29.2,1207.128,24/07/2022,3313071,15834
29.7,3.3,27.2,2665.872,24/07/2022,3313071,14763
34.3,11.4,20.3,7937.706,24/07/2022,3313071,15026
26.7,6.3,24.1,4053.861,24/07/2022,3313071,15957
32.8,3,25.9,2548.56,24/07/2022,3313071,15199
25.4,12.7,17.8,5741.924,24/07/2022,3313071,15199
42.7,0.5,27.4,584.99,24/07/2022,3313071,15199
34.3,7.6,24.1,6282.388,24/07/2022,3313071,15199
34.3,11.4,26.7,10440.234,24/07/2022,3313071,16471
27.9,5.1,25.4,3614.166,24/07/2022,3313071,15266
49.5,7.6,35.6,13392.72,15/08/2022,3313071,15266
39.4,7.6,31.8,9522.192,24/07/2022,3313071,16127
36.8,17.8,20.3,13297.312,24/07/2022,3313071,16750
31.8,1.2,29.3,1118.088,24/07/2022,3313071,16750
30,3,27.5,2475,24/07/2022,3313071,16326
29.7,3.3,27.2,2665.872,24/07/2022,3313071,16326
36.8,17.8,20.3,13297.312,24/07/2022,3313071,15025
26.7,6.3,24.1,4053.861,24/07/2022,3313071,16349
31.8,1.3,29.2,1207.128,24/07/2022,3313071,16335
31.8,1.3,29.2,1207.128,24/07/2022,3313071,16335
48.3,15.2,33,24227.28,24/07/2022,3313071,14826
36.8,17.8,20.3,13297.312,24/07/2022,3313071,16271
28.2,4.8,25.7,3478.752,24/07/2022,3313071,14904
25.4,12.7,17.8,5741.924,24/07/2022,3313071,15585
34.3,7.6,24.1,6282.388,24/07/2022,3313071,16266
5.1,5.1,5.1,132.651,24/07/2022,3313071,16266
53.3,38.1,45.7,92804.361,24/07/2022,3313071,15253
40.6,12.7,30.5,15726.41,24/07/2022,3313071,15253
61.6,10.8,41.3,27476.064,24/07/2022,3313071,16311
66,17.8,40.6,47696.88,24/07/2022,3313071,16311
29,6.6,16.3,3119.82,24/07/2022,3313071,14833
40.6,12.7,30.5,15726.41,24/07/2022,3313071,15918
39.4,7.6,31.8,9522.192,24/07/2022,3313071,15918
36.1,7.1,20.8,5331.248,24/07/2022,3313071,17481
40.6,12.7,30.5,15726.41,24/07/2022,3313071,15594
25.4,7.6,17.8,3436.112,24/07/2022,3313071,14584
31.2,1.8,28.7,1611.792,24/07/2022,3313071,14584
36.8,17.8,20.3,13297.312,24/07/2022,3313071,15333
44.5,20.3,35.6,32159.26,24/07/2022,3313071,17412
25.4,7.6,17.8,3436.112,24/07/2022,3313071,17412
32,1,29.5,944,24/07/2022,3313071,16273
34.3,7.6,24.1,6282.388,24/07/2022,3313071,15345
33.3,9.9,18,5934.06,24/07/2022,3313071,17187
71.8,20.3,56.5,82351.01,24/07/2022,3313071,14858
48.3,27.9,31.8,42852.726,24/07/2022,3313071,14586
25.4,7.6,17.8,3436.112,24/07/2022,3313071,15155
32.8,12.2,22.9,9163.664,24/07/2022,3313071,15216
45.7,21.6,22.9,22605.048,24/07/2022,3313071,16383
33,20.3,26.7,17886.33,24/07/2022,3313071,14946
45.7,21.6,22.9,22605.048,24/07/2022,3313071,16145
29.8,5.7,17.1,2904.606,24/07/2022,3313071,14822
34.3,7.6,24.1,6282.388,24/07/2022,3313071,15221
45.7,21.6,22.9,22605.048,24/07/2022,3313071,15234
33.2,25.4,25.5,21503.64,15/08/2022,3313071,15234
36.8,17.8,20.3,13297.312,24/07/2022,3313071,16580
35.6,22.9,31.8,25924.632,24/07/2022,3313071,16580
46.7,22.9,33.5,35825.905,24/07/2022,3313071,16672
31,2,28.5,1767,24/07/2022,3313071,16672
43.2,2.5,25.4,2743.2,24/07/2022,3313071,16381
37.6,5.6,22.3,4695.488,24/07/2022,3313071,16381
27.6,5.4,25.1,3740.904,24/07/2022,3313071,16381
35.3,7.9,20,5577.4,24/07/2022,3313071,16381
30.5,2.5,27.9,2127.375,24/07/2022,3313071,14900
34.3,11.4,26.7,10440.234,24/07/2022,3313071,15491
27.9,5.1,25.4,3614.166,24/07/2022,3313071,16404
24.1,1.3,16.5,516.945,24/07/2022,3313071,16272
39.4,7.6,31.8,9522.192,24/07/2022,3313071,15344
32.6,10.6,17.3,5978.188,24/07/2022,3313071,15494
33,8.9,30.5,8957.85,24/07/2022,3313071,15494
39.4,7.6,31.8,9522.192,15/08/2022,3313071,15494
34.3,7.6,24.1,6282.388,24/07/2022,3313071,16270
29.5,3.6,26.9,2856.78,24/07/2022,3313071,15523
34.3,11.4,26.7,10440.234,24/07/2022,3313071,15575
36.8,17.8,20.3,13297.312,24/07/2022,3313071,16389
18,5.8,17.8,1858.32,24/07/2022,3313071,15452
36.2,27.9,28.6,28885.428,24/07/2022,3313071,14777
25.4,14.7,15.7,5862.066,24/07/2022,3313071,14777
25.4,12.7,17.8,5741.924,24/07/2022,3313071,14243
23.4,13,20.1,6114.42,24/07/2022,3313071,14243
36.8,17.8,20.3,13297.312,24/07/2022,3313071,16754
31.2,1.8,28.7,1611.792,24/07/2022,3313071,16754
27.9,5.1,25.4,3614.166,24/07/2022,3313071,15432
25.4,12.7,17.8,5741.924,24/07/2022,3313071,14576
25.9,7.1,23.4,4303.026,24/07/2022,3313071,14765
26.4,6.6,23.9,4164.336,24/07/2022,3313071,14765
31.6,18.8,21.2,12594.496,24/07/2022,3313071,15541
57.8,5.1,53.3,15711.774,24/07/2022,3313071,15541
36.8,17.8,20.3,13297.312,24/07/2022,3313071,16661
27.9,8.6,16.3,3911.022,24/07/2022,3313071,16661
34.3,11.4,26.7,10440.234,24/07/2022,3313071,16319
34.3,11.4,26.7,10440.234,24/07/2022,3313071,16319
50.8,30.5,35.6,55158.64,24/07/2022,3313071,15440
31.8,1.3,29.2,1207.128,24/07/2022,3313071,14556
48.3,15.2,33,24227.28,24/07/2022,3313071,14556
40.6,12.7,30.5,15726.41,24/07/2022,3313071,14930
31,4.6,18.3,2609.58,24/07/2022,3313071,14930
29.2,3.8,26.7,2962.632,24/07/2022,3313071,14930
31.2,1.8,28.7,1611.792,15/08/2022,3313071,14930
31.5,4.1,18.8,2428.02,24/07/2022,3313071,15353
48.3,15.2,33,24227.28,24/07/2022,3313071,14565
27.9,5.1,25.4,3614.166,24/07/2022,3313071,16175
34.3,11.4,26.7,10440.234,24/07/2022,3313071,16175
25.4,12.7,17.8,5741.924,24/07/2022,3313071,15195
29.8,3.2,27.3,2603.328,24/07/2022,3313071,15967
28.2,19,27.9,14948.82,24/07/2022,3313071,15856
26.4,6.6,23.9,4164.336,24/07/2022,3313071,15856
32,1,29.5,944,24/07/2022,3313071,15395
25.4,7.6,17.8,3436.112,24/07/2022,3313071,16310
36.8,17.8,20.3,13297.312,24/07/2022,3313071,15536
49.5,7.6,35.6,13392.72,24/07/2022,3313071,16185
29,4,26.5,3074,24/07/2022,3313071,16185
39.4,7.6,31.8,9522.192,24/07/2022,3313071,17774
24.1,4.6,16.5,1829.19,24/07/2022,3313071,17774
66,17.8,40.6,47696.88,24/07/2022,3313071,17774
30,3,27.5,2475,24/07/2022,3313071,14741
43.2,27.9,30.5,36761.04,24/07/2022,3313071,15321
66,17.8,40.6,47696.88,24/07/2022,3313071,15247
34.3,11.4,26.7,10440.234,24/07/2022,3313071,15168
35.6,22.9,31.8,25924.632,24/07/2022,3313071,14793
36.8,17.8,20.3,13297.312,24/07/2022,3313071,15478
34.3,11.4,20.3,7937.706,24/07/2022,3313071,15478
25.4,12.7,17.8,5741.924,24/07/2022,3313071,15478
29.2,6.3,17,3127.32,24/07/2022,3313071,17823
34.3,7.6,24.1,6282.388,24/07/2022,3313071,14921
25.4,7.6,17.8,3436.112,24/07/2022,3313071,14921
37.1,6.1,21.8,4933.558,24/07/2022,3313071,15379
34.3,11.4,26.7,10440.234,24/07/2022,3313071,15482
30.2,5.3,17.5,2801.05,24/07/2022,3313071,14792
34.9,8.3,19.7,5706.499,24/07/2022,3313071,16301
25.4,7.6,17.8,3436.112,24/07/2022,3313071,14985
60.2,25.9,33,51452.94,24/07/2022,3313071,14985
25.4,12.7,17.8,5741.924,24/07/2022,3313071,15006
28.4,4.6,25.9,3383.576,24/07/2022,3313071,15133
48.3,30.5,36.8,54211.92,24/07/2022,3313071,16092
35.6,22.9,31.8,25924.632,24/07/2022,3313071,16054
22.2,8.3,14,2579.64,24/07/2022,3313071,16318
22.4,3,14.7,987.84,24/07/2022,3313071,14785
35.6,6.6,22.9,5380.584,24/07/2022,3313071,14785
37.5,31.7,33.7,40060.875,24/07/2022,3313071,14785
20.8,4.6,13.2,1262.976,24/07/2022,3313071,14785
53.3,15.2,38.1,30867.096,24/07/2022,3313071,14759
48.3,27.9,31.8,42852.726,24/07/2022,3313071,15626
41.4,1.8,26.2,1952.424,15/08/2022,3313071,15626
39.4,7.6,31.8,9522.192,15/08/2022,3313071,15626
31.6,1.4,29.1,1287.384,15/08/2022,3313071,15626
62.5,30.5,41.7,79490.625,24/07/2022,3313071,15951
26.4,6.6,23.9,4164.336,24/07/2022,3313071,16072
30.5,10.2,19.1,5942.01,24/07/2022,3313071,14976
25.4,12.7,17.8,5741.924,24/07/2022,3313071,15490
43.2,7.6,27.9,9160.128,24/07/2022,3313071,15288
38.6,4.6,23.4,4154.904,24/07/2022,3313071,15288
35.8,7.4,20.6,5457.352,24/07/2022,3313071,16478
26.2,6.9,23.6,4266.408,24/07/2022,3313071,16083
49.5,7.6,35.6,13392.72,24/07/2022,3313071,15193
34.3,11.4,20.3,7937.706,24/07/2022,3313071,14715
30.5,10.2,19.1,5942.01,15/08/2022,3313071,14715
32.5,3,19.8,1930.5,24/07/2022,3313071,16811
22.9,2.5,15.2,870.2,24/07/2022,3313071,15201
34,9.1,18.8,5816.72,24/07/2022,3313071,16321
25.4,12.7,17.8,5741.924,24/07/2022,3313071,15524
27.9,5.1,25.4,3614.166,24/07/2022,3313071,16719
34.3,11.4,26.7,10440.234,24/07/2022,3313071,15566
31.1,1.9,28.6,1689.974,24/07/2022,3313071,14738
54,12.4,41.3,27654.48,24/07/2022,3313071,14738
21.8,3.6,14.2,1114.416,24/07/2022,3313071,14758
40.6,12.7,30.5,15726.41,24/07/2022,3313071,14758
21.3,4.1,13.7,1196.421,24/07/2022,3313071,14851
31.5,1.5,29,1370.25,24/07/2022,3313071,15587
55.9,30.5,45.7,77916.215,24/07/2022,3313071,15587
33,20.3,26.7,17886.33,24/07/2022,3313071,15587
40.6,12.7,30.5,15726.41,24/07/2022,3313071,15051
33,10.2,17.8,5991.48,24/07/2022,3313071,14797
34.3,11.4,26.7,10440.234,24/07/2022,3313071,16269
23.7,1.7,16.1,648.669,24/07/2022,3313071,15285
25.4,12.7,17.8,5741.924,24/07/2022,3313071,15285
30,3,27.4,2466,24/07/2022,3313071,16776
32.8,16.3,29.5,15771.88,24/07/2022,3313071,15165
34.3,11.4,26.7,10440.234,24/07/2022,3313071,15165
34.3,7.6,24.1,6282.388,24/07/2022,3313071,15528
22.4,3,14.7,987.84,24/07/2022,3313071,15604
25.4,7.6,17.8,3436.112,24/07/2022,3313071,15604
25.4,7.6,17.8,3436.112,24/07/2022,3313071,15055
45.7,21.6,22.9,22605.048,24/07/2022,3313071,15217
53.3,38.1,45.7,92804.361,24/07/2022,3313071,15318
25.4,12.7,17.8,5741.924,15/08/2022,3313071,15318
29.2,3.8,26.7,2962.632,24/07/2022,3313071,14868
31.5,1.5,29,1370.25,24/07/2022,3313071,14868
25.4,12.7,17.8,5741.924,24/07/2022,3313071,14868
49.5,7.6,35.6,13392.72,24/07/2022,3313071,14868
29,4.1,26.4,3138.96,24/07/2022,3313071,14868
24.1,1.3,16.5,516.945,24/07/2022,3313071,15444
36.8,17.8,20.3,13297.312,24/07/2022,3313071,16143
25.4,7.6,17.8,3436.112,24/07/2022,3313071,16143
25.4,12.7,17.8,5741.924,24/07/2022,3313071,14979
39.4,7.6,31.8,9522.192,24/07/2022,3313071,15592
53.3,15.2,38.1,30867.096,24/07/2022,3313071,14852
29.4,3.6,26.9,2847.096,24/07/2022,3313071,14852
34.3,8.9,19.1,5830.657,15/08/2022,3313071,14852
39.4,7.6,31.8,9522.192,15/08/2022,3313071,14852
33,20.3,26.7,17886.33,24/07/2022,3313071,15171
27.7,5.3,25.1,3684.931,24/07/2022,3313071,16401
25.4,7.6,22.9,4420.616,24/07/2022,3313071,16401
25.4,12.7,17.8,5741.924,24/07/2022,3313071,15359
36.8,17.8,20.3,13297.312,15/08/2022,3313071,15359
25.4,12.7,17.8,5741.924,24/07/2022,3313071,15479
28.7,4.3,26.2,3233.342,24/07/2022,3313071,15525
32,0.8,25.7,657.92,24/07/2022,3313071,15525
34.3,7.6,24.1,6282.388,24/07/2022,3313071,14762
32.5,0.5,30,487.5,24/07/2022,3313071,16320
44.5,7.6,35.6,12039.92,26/07/2022,4247527,6963
27.9,5.1,25.4,3614.166,26/07/2022,4247527,4241
31,2,28.5,1767,26/07/2022,4247527,6660
25.4,12.7,17.8,5741.924,26/07/2022,4247527,3344
28.2,4.8,25.7,3478.752,26/07/2022,4247527,7414
29.2,3.8,26.7,2962.632,26/07/2022,4247527,7414
29,4,26.5,3074,26/07/2022,4247527,7414
35.6,25.4,25.4,22967.696,26/07/2022,4247527,7414
50.8,19.8,32.5,32689.8,10/08/2022,4247527,7414
50.8,20.3,33,34030.92,10/08/2022,4247527,7414
40.6,12.7,30.5,15726.41,10/08/2022,4247527,7414
37.8,5.3,22.6,4527.684,26/07/2022,4247527,5537
27.9,5.1,25.4,3614.166,26/07/2022,4247527,6742
34.3,11.4,26.7,10440.234,26/07/2022,4247527,6742
44.5,7.6,35.6,12039.92,26/07/2022,4247527,3517
30.5,2.5,27.9,2127.375,17/08/2022,4247527,3517
25.4,12.7,17.8,5741.924,26/07/2022,4247527,3942
25.4,12.7,17.8,5741.924,17/08/2022,4247527,3942
25.4,7.6,17.8,3436.112,26/07/2022,4247527,5193
25.4,7.6,17.8,3436.112,26/07/2022,4247527,5193
26.2,6.9,23.6,4266.408,26/07/2022,4247527,6595
44.4,34,41.9,63252.24,09/08/2022,4247527,6595
21.8,3.6,14.2,1114.416,09/08/2022,4247527,6595
34.3,11.4,26.7,10440.234,09/08/2022,4247527,6595
33,20.3,26.7,17886.33,09/08/2022,4247527,6595
24.6,0.8,17,334.56,26/07/2022,4247527,5762
34.4,8.8,19.1,5781.952,26/07/2022,4247527,3316
31.7,1.3,29.2,1203.332,08/08/2022,4247527,3316
25.4,7.6,17.8,3436.112,26/07/2022,4247527,6919
39.4,7.6,31.8,9522.192,26/07/2022,4247527,4460
28.9,4.1,26.4,3128.136,26/07/2022,4247527,4460
48.3,15.2,33,24227.28,26/07/2022,4247527,5098
36.8,17.8,20.3,13297.312,26/07/2022,4247527,5098
27.4,5.6,24.9,3820.656,26/07/2022,4247527,6706
48.3,27.9,31.8,42852.726,26/07/2022,4247527,5543
28.6,4.4,26.1,3284.424,26/07/2022,4247527,4541
31.2,1.8,28.7,1611.792,26/07/2022,4247527,4699
36.8,17.8,20.3,13297.312,26/07/2022,4247527,6625
48.3,15.2,33,24227.28,26/07/2022,4247527,6625
25.4,7.6,17.8,3436.112,26/07/2022,4247527,6625
30.5,10.2,19.1,5942.01,26/07/2022,4247527,4689
35.6,22.9,31.8,25924.632,26/07/2022,4247527,8062
32.8,0.3,30.2,297.168,09/08/2022,4247527,8062
36.8,17.8,20.3,13297.312,29/07/2022,4247527,8062
34.3,11.4,26.7,10440.234,29/07/2022,4247527,8062
34.3,11.4,26.7,10440.234,26/07/2022,4247527,4022
25.4,12.7,17.8,5741.924,26/07/2022,4247527,4082
36.8,17.8,20.3,13297.312,26/07/2022,4247527,6505
30,3,27.5,2475,09/08/2022,4247527,6505
25.4,12.7,17.8,5741.924,26/07/2022,4247527,4810
24.6,8.4,22.1,4566.744,26/07/2022,4247527,4810
29.8,3.2,27.3,2603.328,26/07/2022,4247527,7285
36.3,6.9,21.1,5284.917,26/07/2022,4247527,7285
30,3,27.5,2475,26/07/2022,4247527,6202
25.4,7.6,17.8,3436.112,26/07/2022,4247527,6202
25.4,12.7,17.8,5741.924,26/07/2022,4247527,6202
29.2,3.8,26.7,2962.632,26/07/2022,4247527,6409
31.8,1.3,29.2,1207.128,26/07/2022,4247527,3834
30.6,2.4,28.1,2063.664,26/07/2022,4247527,3834
27.9,5.1,25.4,3614.166,26/07/2022,4247527,6876
27,6,24.5,3969,29/07/2022,4247527,6876
27.9,5.1,25.4,3614.166,26/07/2022,4247527,6286
39.4,7.6,31.8,9522.192,26/07/2022,4247527,6286
29.7,5.8,13.7,2359.962,26/07/2022,4247527,6302
26.8,6.2,24.3,4037.688,26/07/2022,4247527,7305
45.7,21.6,22.9,22605.048,26/07/2022,4247527,8020
41.1,2,25.9,2128.98,26/07/2022,4247527,3529
31.2,1.8,28.7,1611.792,26/07/2022,4247527,6120
29.7,3.3,27.2,2665.872,26/07/2022,4247527,6120
27,6,24.5,3969,26/07/2022,4247527,3153
34.3,7.6,24.1,6282.388,26/07/2022,4247527,7731
37.6,5.6,22.4,4716.544,26/07/2022,4247527,6424
33,10.4,29.2,10021.44,26/07/2022,4247527,6424
36.8,17.8,20.3,13297.312,26/07/2022,4247527,6451
48.3,15.2,33,24227.28,26/07/2022,4247527,3392
30.3,2.7,27.8,2274.318,26/07/2022,4247527,6288
25.1,7.9,22.6,4481.354,26/07/2022,4247527,6458
31.5,1.5,29,1370.25,26/07/2022,4247527,6458
48.3,15.2,33,24227.28,26/07/2022,4247527,6622
25.4,7.6,17.8,3436.112,26/07/2022,4247527,7676
25.4,12.7,17.8,5741.924,26/07/2022,4247527,6389
31.6,1.4,29.1,1287.384,10/08/2022,4247527,6389
25.4,7.6,17.8,3436.112,26/07/2022,4247527,3736
32,11.2,16.8,6021.12,26/07/2022,4247527,3383
25.4,7.6,17.8,3436.112,26/07/2022,4247527,3383
34.3,11.4,26.7,10440.234,26/07/2022,4247527,7422
26.2,6.9,23.6,4266.408,26/07/2022,4247527,5540
66,17.8,40.6,47696.88,26/07/2022,4247527,4144
28.6,4.4,26.1,3284.424,08/08/2022,4247527,4144
34.3,11.4,20.3,7937.706,26/07/2022,4247527,4890
22.2,8.3,14,2579.64,26/07/2022,4247527,6347
25.4,7.6,17.8,3436.112,26/07/2022,4247527,6616
43.2,7.6,27.9,9160.128,26/07/2022,4247527,5757
49.5,7.6,35.6,13392.72,26/07/2022,4247527,4410
25.4,7.6,17.8,3436.112,26/07/2022,4247527,4410
25.4,7.6,17.8,3436.112,26/07/2022,4247527,4410
25.4,7.6,17.8,3436.112,26/07/2022,4247527,3676
43.2,7.6,27.9,9160.128,26/07/2022,4247527,6893
39.4,7.6,31.8,9522.192,26/07/2022,4247527,4695
45.7,21.6,22.9,22605.048,26/07/2022,4247527,6402
